,Unnamed: 0,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
2741,53,bock_cutting_1992_exp1,4,rel_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,7,1000
2742,54,bock_cutting_1992_exp1,4,rel_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,7,1000
2743,55,bock_cutting_1992_exp1,4,rel_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,7,1000
2748,60,bock_cutting_1992_exp1,5,prep_ss,the confession of the famous television preacher,VBZ,VBZ,False,7,1000
2749,61,bock_cutting_1992_exp1,5,prep_sp,the confession of the famous television preachers,VBZ,VBZ,False,7,1000
2750,62,bock_cutting_1992_exp1,5,prep_ps,the confessions of the famous television preacher,VBP,VBP,False,7,1000
2751,63,bock_cutting_1992_exp1,5,prep_pp,the confessions of the famous television preachers,VBP,VBP,False,7,1000
2752,64,bock_cutting_1992_exp1,5,rel_ss,the confession that involved the television preacher,VBZ,VBZ,False,7,1000
2753,65,bock_cutting_1992_exp1,5,rel_sp,the confession that involved the television preachers,VBZ,VBZ,False,7,1000
2754,66,bock_cutting_1992_exp1,5,rel_ps,the confessions that involved the television preacher,VBP,VBP,False,7,1000
2755,67,bock_cutting_1992_exp1,5,rel_pp,the confessions that involved the television preachers,VBP,VBP,False,7,1000
2760,72,bock_cutting_1992_exp1,6,prep_ss,the charismatic leader of the left - wing dissident group,VBZ,VBZ,False,7,1000
2761,73,bock_cutting_1992_exp1,6,prep_sp,the charismatic leader of the left - wing dissident groups,VBZ,VBZ,False,7,1000
2762,74,bock_cutting_1992_exp1,6,prep_ps,the charismatic leaders of the left - wing dissident group,VBP,VBP,False,7,1000
2763,75,bock_cutting_1992_exp1,6,prep_pp,the charismatic leaders of the left - wing dissident groups,VBP,VBP,False,7,1000
2764,76,bock_cutting_1992_exp1,6,rel_ss,the charismatic leader who addressed the dissident group,VBZ,VBZ,False,7,1000
2765,77,bock_cutting_1992_exp1,6,rel_sp,the charismatic leader who addressed the dissident groups,VBZ,VBZ,False,7,1000
2766,78,bock_cutting_1992_exp1,6,rel_ps,the charismatic leaders who addressed the dissident group,VBP,VBP,False,7,1000
2767,79,bock_cutting_1992_exp1,6,rel_pp,the charismatic leaders who addressed the dissident groups,VBP,VBP,False,7,1000
2772,84,bock_cutting_1992_exp1,7,prep_ss,the advisor for the chemistry student,VBZ,VBZ,False,7,1000
2773,85,bock_cutting_1992_exp1,7,prep_sp,the advisor for the chemistry students,VBZ,VBZ,False,7,1000
2774,86,bock_cutting_1992_exp1,7,prep_ps,the advisors for the chemistry student,VBP,VBP,False,7,1000
2775,87,bock_cutting_1992_exp1,7,prep_pp,the advisors for the chemistry students,VBP,VBP,False,7,1000
2776,88,bock_cutting_1992_exp1,7,rel_ss,the advisor who directed the student,VBZ,VBZ,False,7,1000
2777,89,bock_cutting_1992_exp1,7,rel_sp,the advisor who directed the students,VBZ,VBZ,False,7,1000
2778,90,bock_cutting_1992_exp1,7,rel_ps,the advisors who directed the student,VBP,VBP,False,7,1000
2779,91,bock_cutting_1992_exp1,7,rel_pp,the advisors who directed the students,VBP,VBP,False,7,1000
2784,96,bock_cutting_1992_exp1,8,prep_ss,the superintendent of the technical school,VBZ,VBZ,False,7,1000
2785,97,bock_cutting_1992_exp1,8,prep_sp,the superintendent of the technical schools,VBZ,VBP,True,7,1000
2786,98,bock_cutting_1992_exp1,8,prep_ps,the superintendents of the technical school,VBP,VBZ,True,7,1000
2787,99,bock_cutting_1992_exp1,8,prep_pp,the superintendents of the technical schools,VBP,VBP,False,7,1000
2788,100,bock_cutting_1992_exp1,8,rel_ss,the superintendent who inspected the school,VBZ,VBZ,False,7,1000
2789,101,bock_cutting_1992_exp1,8,rel_sp,the superintendent who inspected the schools,VBZ,VBP,True,7,1000
2790,102,bock_cutting_1992_exp1,8,rel_ps,the superintendents who inspected the school,VBP,VBZ,True,7,1000
2791,103,bock_cutting_1992_exp1,8,rel_pp,the superintendents who inspected the schools,VBP,VBP,False,7,1000
2796,108,bock_cutting_1992_exp1,9,prep_ss,the memo from the junior executive,VBZ,VBZ,False,7,1000
2797,109,bock_cutting_1992_exp1,9,prep_sp,the memo from the junior executives,VBZ,VBP,True,7,1000
2798,110,bock_cutting_1992_exp1,9,prep_ps,the memos from the junior executive,VBP,VBP,False,7,1000
2799,111,bock_cutting_1992_exp1,9,prep_pp,the memos from the junior executives,VBP,VBP,False,7,1000
2800,112,bock_cutting_1992_exp1,9,rel_ss,the memo that concerned the executive,VBZ,VBZ,False,7,1000
2801,113,bock_cutting_1992_exp1,9,rel_sp,the memo that concerned the executives,VBZ,VBP,True,7,1000
2802,114,bock_cutting_1992_exp1,9,rel_ps,the memos that concerned the executive,VBP,VBZ,True,7,1000
2803,115,bock_cutting_1992_exp1,9,rel_pp,the memos that concerned the executives,VBP,VBP,False,7,1000
2808,120,bock_cutting_1992_exp1,10,prep_ss,the neutral zone around the NNP solar system,VBZ,VBZ,False,7,1000
2809,121,bock_cutting_1992_exp1,10,prep_sp,the neutral zone around the JJ solar systems,VBZ,VBZ,False,7,1000
2810,122,bock_cutting_1992_exp1,10,prep_ps,the neutral zones around the NNP solar system,VBP,VBP,False,7,1000
2811,123,bock_cutting_1992_exp1,10,prep_pp,the neutral zones around the JJ solar systems,VBP,VBP,False,7,1000
2812,124,bock_cutting_1992_exp1,10,rel_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,7,1000
2813,125,bock_cutting_1992_exp1,10,rel_sp,the neutral zone that split the JJ solar systems,VBZ,VBZ,False,7,1000
2814,126,bock_cutting_1992_exp1,10,rel_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,7,1000
2815,127,bock_cutting_1992_exp1,10,rel_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,7,1000
2820,132,bock_cutting_1992_exp1,11,prep_ss,the traffic jam on the NNP street,VBZ,VBZ,False,7,1000
2821,133,bock_cutting_1992_exp1,11,prep_sp,the traffic jam on the NNP streets,VBZ,VBZ,False,7,1000
2822,134,bock_cutting_1992_exp1,11,prep_ps,the traffic jams on the NNP street,VBP,VBP,False,7,1000
2823,135,bock_cutting_1992_exp1,11,prep_pp,the traffic jams on the NNP streets,VBP,VBP,False,7,1000
2824,136,bock_cutting_1992_exp1,11,rel_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,7,1000
2825,137,bock_cutting_1992_exp1,11,rel_sp,the traffic jam that obstructed the streets,VBZ,VBZ,False,7,1000
2826,138,bock_cutting_1992_exp1,11,rel_ps,the traffic jams that obstructed the street,VBP,VBP,False,7,1000
2827,139,bock_cutting_1992_exp1,11,rel_pp,the traffic jams that obstructed the streets,VBP,VBP,False,7,1000
2832,144,bock_cutting_1992_exp1,12,prep_ss,the office of the certified accountant,VBZ,VBZ,False,7,1000
2833,145,bock_cutting_1992_exp1,12,prep_sp,the office of the certified accountants,VBZ,VBZ,False,7,1000
2834,146,bock_cutting_1992_exp1,12,prep_ps,the offices of the certified accountant,VBP,VBP,False,7,1000
2835,147,bock_cutting_1992_exp1,12,prep_pp,the offices of the certified accountants,VBP,VBP,False,7,1000
2836,148,bock_cutting_1992_exp1,12,rel_ss,the office that belonged to the accountant,VBZ,VBZ,False,7,1000
2837,149,bock_cutting_1992_exp1,12,rel_sp,the office that belonged to the accountants,VBZ,VBZ,False,7,1000
2838,150,bock_cutting_1992_exp1,12,rel_ps,the offices that belonged to the accountant,VBP,VBP,False,7,1000
2839,151,bock_cutting_1992_exp1,12,rel_pp,the offices that belonged to the accountants,VBP,VBP,False,7,1000
2844,156,bock_cutting_1992_exp1,13,prep_ss,the rebel soldier in the furious battle,VBZ,VBZ,False,7,1000
2845,157,bock_cutting_1992_exp1,13,prep_sp,the rebel soldier in the furious battles,VBZ,VBZ,False,7,1000
2846,158,bock_cutting_1992_exp1,13,prep_ps,the rebel soldiers in the furious battle,VBP,VBP,False,7,1000
2847,159,bock_cutting_1992_exp1,13,prep_pp,the rebel soldiers in the furious battles,VBP,VBP,False,7,1000
2848,160,bock_cutting_1992_exp1,13,rel_ss,the rebel soldier who deserted the battle,VBZ,VBZ,False,7,1000
2849,161,bock_cutting_1992_exp1,13,rel_sp,the rebel soldier who deserted the battles,VBZ,VBZ,False,7,1000
2850,162,bock_cutting_1992_exp1,13,rel_ps,the rebel soldiers who deserted the battle,VBP,VBP,False,7,1000
2851,163,bock_cutting_1992_exp1,13,rel_pp,the rebel soldiers who deserted the battles,VBP,VBP,False,7,1000
2856,168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,7,1000
2857,169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,7,1000
2858,170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,7,1000
2859,171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,7,1000
2860,172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,7,1000
2861,173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBZ,False,7,1000
2862,174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,7,1000
2863,175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,7,1000
2868,180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,7,1000
2869,181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,7,1000
2870,182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,7,1000
2871,183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,7,1000
2872,184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,7,1000
2873,185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,7,1000
2874,186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,7,1000
2875,187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,7,1000
2880,192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,7,1000
2881,193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,7,1000
2882,194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,7,1000
2883,195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,7,1000
2884,196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,7,1000
2885,197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBZ,False,7,1000
2886,198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,7,1000
2887,199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,7,1000
2892,204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,7,1000
2893,205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBZ,False,7,1000
2894,206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,7,1000
2895,207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,7,1000
2896,208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,7,1000
2897,209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBZ,False,7,1000
2898,210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,7,1000
2899,211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,7,1000
2904,216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,7,1000
2905,217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,7,1000
2906,218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,7,1000
2907,219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,7,1000
2908,220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,7,1000
2909,221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,7,1000
2910,222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,7,1000
2911,223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,7,1000
2916,228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,7,1000
2917,229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,7,1000
2918,230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,7,1000
2919,231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,7,1000
2920,232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,7,1000
2921,233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBP,True,7,1000
2922,234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBP,False,7,1000
2923,235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,7,1000
2928,240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,7,1000
2929,241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,7,1000
2930,242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,7,1000
2931,243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,7,1000
2932,244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,7,1000
2933,245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,7,1000
2934,246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,7,1000
2935,247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,7,1000
2940,252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,7,1000
2941,253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,7,1000
2942,254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,7,1000
2943,255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,7,1000
2944,256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,7,1000
2945,257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,7,1000
2946,258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,7,1000
2947,259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,7,1000
2952,264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,7,1000
2953,265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,7,1000
2954,266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,7,1000
2955,267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,7,1000
2956,268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,7,1000
2957,269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,7,1000
2958,270,bock_cutting_1992_exp1,22,rel_ps,the teachers who received the education certificate,VBP,VBP,False,7,1000
2959,271,bock_cutting_1992_exp1,22,rel_pp,the teachers who received the education certificates,VBP,VBP,False,7,1000
2964,276,bock_cutting_1992_exp1,23,prep_ss,the speaker at the union meeting,VBZ,VBZ,False,7,1000
2965,277,bock_cutting_1992_exp1,23,prep_sp,the speaker at the union meetings,VBZ,VBZ,False,7,1000
2966,278,bock_cutting_1992_exp1,23,prep_ps,the speakers at the union meeting,VBP,VBP,False,7,1000
2967,279,bock_cutting_1992_exp1,23,prep_pp,the speakers at the union meetings,VBP,VBP,False,7,1000
2968,280,bock_cutting_1992_exp1,23,rel_ss,the speaker who addressed the meeting,VBZ,VBZ,False,7,1000
2969,281,bock_cutting_1992_exp1,23,rel_sp,the speaker who addressed the meetings,VBZ,VBZ,False,7,1000
2970,282,bock_cutting_1992_exp1,23,rel_ps,the speakers who addressed the meeting,VBP,VBP,False,7,1000
2971,283,bock_cutting_1992_exp1,23,rel_pp,the speakers who addressed the meetings,VBP,VBP,False,7,1000
2976,288,bock_cutting_1992_exp1,24,prep_ss,the director of the forthcoming motion picture,VBZ,VBZ,False,7,1000
2977,289,bock_cutting_1992_exp1,24,prep_sp,the director of the forthcoming motion pictures,VBZ,VBZ,False,7,1000
2978,290,bock_cutting_1992_exp1,24,prep_ps,the directors of the forthcoming motion picture,VBP,VBP,False,7,1000
2979,291,bock_cutting_1992_exp1,24,prep_pp,the directors of the forthcoming motion pictures,VBP,VBP,False,7,1000
2980,292,bock_cutting_1992_exp1,24,rel_ss,the director who created the motion picture,VBZ,VBZ,False,7,1000
2981,293,bock_cutting_1992_exp1,24,rel_sp,the director who created the motion pictures,VBZ,VBZ,False,7,1000
2982,294,bock_cutting_1992_exp1,24,rel_ps,the directors who created the motion picture,VBP,VBP,False,7,1000
2983,295,bock_cutting_1992_exp1,24,rel_pp,the directors who created the motion pictures,VBP,VBP,False,7,1000
2988,300,bock_cutting_1992_exp1,25,prep_ss,the applicant for the corporate scholarship,VBZ,VBZ,False,7,1000
2989,301,bock_cutting_1992_exp1,25,prep_sp,the applicant for the corporate scholarships,VBZ,VBZ,False,7,1000
2990,302,bock_cutting_1992_exp1,25,prep_ps,the applicants for the corporate scholarship,VBP,VBP,False,7,1000
2991,303,bock_cutting_1992_exp1,25,prep_pp,the applicants for the corporate scholarships,VBP,VBP,False,7,1000
2992,304,bock_cutting_1992_exp1,25,rel_ss,the applicant who accepted the scholarship,VBZ,VBZ,False,7,1000
2993,305,bock_cutting_1992_exp1,25,rel_sp,the applicant who accepted the scholarships,VBZ,VBZ,False,7,1000
2994,306,bock_cutting_1992_exp1,25,rel_ps,the applicants who accepted the scholarship,VBP,VBP,False,7,1000
2995,307,bock_cutting_1992_exp1,25,rel_pp,the applicants who accepted the scholarships,VBP,VBP,False,7,1000
3000,312,bock_cutting_1992_exp1,26,prep_ss,the editor of the history book,VBZ,VBZ,False,7,1000
3001,313,bock_cutting_1992_exp1,26,prep_sp,the editor of the history books,VBZ,VBZ,False,7,1000
3002,314,bock_cutting_1992_exp1,26,prep_ps,the editors of the history book,VBP,VBP,False,7,1000
3003,315,bock_cutting_1992_exp1,26,prep_pp,the editors of the history books,VBP,VBP,False,7,1000
3004,316,bock_cutting_1992_exp1,26,rel_ss,the editor who rejected the book,VBZ,VBZ,False,7,1000
3005,317,bock_cutting_1992_exp1,26,rel_sp,the editor who rejected the books,VBZ,VBZ,False,7,1000
3006,318,bock_cutting_1992_exp1,26,rel_ps,the editors who rejected the book,VBP,VBP,False,7,1000
3007,319,bock_cutting_1992_exp1,26,rel_pp,the editors who rejected the books,VBP,VBP,False,7,1000
